instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10599,2012-03-22,2,1,3,17,0,4,1,1,41.0,50.0,65.0,16.42,154,656,810
10600,2012-03-22,2,1,3,18,0,4,1,1,41.0,50.0,65.0,16.42,147,654,801
10601,2012-03-22,2,1,3,19,0,4,1,1,41.0,50.0,61.0,0.0,117,469,586
10602,2012-03-22,2,1,3,20,0,4,1,1,41.0,50.0,73.0,28.360000000000003,64,360,424
10603,2012-03-22,2,1,3,21,0,4,1,1,41.0,50.0,78.0,16.42,66,308,374
10604,2012-03-22,2,1,3,22,0,4,1,1,41.0,50.0,83.0,19.400000000000002,56,164,220
10605,2012-03-22,2,1,3,23,0,4,1,1,41.0,50.0,83.0,8.959999999999999,34,117,151
10606,2012-03-23,2,1,3,0,0,5,1,1,41.0,50.0,83.0,0.0,30,65,95
10607,2012-03-23,2,1,3,1,0,5,1,1,41.0,50.0,88.0,0.0,18,32,50
10608,2012-03-23,2,1,3,2,0,5,1,1,41.0,50.0,88.0,8.959999999999999,12,20,32
10609,2012-03-23,2,1,3,3,0,5,1,1,41.0,50.0,88.0,10.45,4,6,10
10610,2012-03-23,2,1,3,4,0,5,1,2,41.0,48.480000000000004,94.0,10.45,0,3,3
10611,2012-03-23,2,1,3,5,0,5,1,2,41.0,48.480000000000004,94.0,0.0,5,29,34
10612,2012-03-23,2,1,3,6,0,5,1,2,41.0,48.480000000000004,88.0,0.0,6,110,116
10613,2012-03-23,2,1,3,7,0,5,1,2,41.0,48.480000000000004,93.0,13.43,28,318,346
10614,2012-03-23,2,1,3,8,0,5,1,2,41.0,48.480000000000004,94.0,13.43,47,615,662
10615,2012-03-23,2,1,3,9,0,5,1,2,41.0,50.0,90.0,8.959999999999999,75,305,380
10616,2012-03-23,2,1,3,10,0,5,1,2,41.0,50.0,88.0,10.45,125,150,275
10617,2012-03-23,2,1,3,11,0,5,1,2,41.0,50.0,73.0,10.45,131,187,318
10618,2012-03-23,2,1,3,12,0,5,1,2,41.0,50.0,61.0,22.39,199,272,471
10619,2012-03-23,2,1,3,13,0,5,1,2,41.0,50.0,48.0,0.0,172,256,428
10620,2012-03-23,2,1,3,14,0,5,1,2,41.0,50.0,42.0,10.45,208,224,432
10621,2012-03-23,2,1,3,15,0,5,1,2,41.0,50.0,42.0,13.43,191,281,472
10622,2012-03-23,2,1,3,16,0,5,1,2,41.0,50.0,42.0,16.42,219,370,589
10623,2012-03-23,2,1,3,17,0,5,1,2,41.0,50.0,42.0,16.42,264,693,957
10624,2012-03-23,2,1,3,18,0,5,1,1,41.0,50.0,45.0,16.42,237,593,830
10625,2012-03-23,2,1,3,19,0,5,1,1,41.0,50.0,50.0,19.400000000000002,213,473,686
10626,2012-03-23,2,1,3,20,0,5,1,1,41.0,50.0,47.0,13.43,117,328,445
10627,2012-03-23,2,1,3,21,0,5,1,1,41.0,50.0,53.0,10.45,64,220,284
10628,2012-03-23,2,1,3,22,0,5,1,1,41.0,50.0,64.0,28.360000000000003,53,218,271
10629,2012-03-23,2,1,3,23,0,5,1,1,41.0,50.0,69.0,25.369999999999997,51,125,176
10630,2012-03-24,2,1,3,0,0,6,0,1,41.0,50.0,68.0,0.0,45,111,156
10631,2012-03-24,2,1,3,1,0,6,0,1,41.0,50.0,73.0,8.959999999999999,20,108,128
10632,2012-03-24,2,1,3,2,0,6,0,1,41.0,50.0,77.0,10.45,14,55,69
10633,2012-03-24,2,1,3,3,0,6,0,1,41.0,50.0,77.0,10.45,10,22,32
10634,2012-03-24,2,1,3,4,0,6,0,1,41.0,50.0,83.0,8.959999999999999,1,6,7
10635,2012-03-24,2,1,3,5,0,6,0,2,41.0,50.0,83.0,16.42,0,4,4
10636,2012-03-24,2,1,3,6,0,6,0,2,41.0,50.0,83.0,16.42,4,24,28
10637,2012-03-24,2,1,3,7,0,6,0,2,41.0,48.480000000000004,88.0,13.43,25,45,70
10638,2012-03-24,2,1,3,8,0,6,0,2,41.0,48.480000000000004,94.0,19.400000000000002,41,113,154
10639,2012-03-24,2,1,3,9,0,6,0,2,41.0,50.0,83.0,13.43,96,153,249
10640,2012-03-24,2,1,3,10,0,6,0,2,41.0,50.0,88.0,19.400000000000002,148,197,345
10641,2012-03-24,2,1,3,11,0,6,0,2,41.0,48.480000000000004,94.0,19.400000000000002,98,175,273
10642,2012-03-24,2,1,3,12,0,6,0,3,41.0,50.0,94.0,22.39,61,122,183
10643,2012-03-24,2,1,3,13,0,6,0,3,41.0,50.0,94.0,25.369999999999997,62,134,196
10644,2012-03-24,2,1,3,14,0,6,0,3,41.0,50.0,88.0,35.82,63,160,223
10645,2012-03-24,2,1,3,15,0,6,0,3,41.0,48.480000000000004,94.0,41.79,118,172,290
10646,2012-03-24,2,1,3,16,0,6,0,3,41.0,48.480000000000004,94.0,29.849999999999998,49,128,177
10647,2012-03-24,2,1,3,17,0,6,0,3,41.0,48.480000000000004,88.0,22.39,47,68,115
10648,2012-03-24,2,1,3,18,0,6,0,3,41.0,45.45,94.0,22.39,27,110,137
10649,2012-03-24,2,1,3,19,0,6,0,3,41.0,45.45,94.0,13.43,28,105,133
10650,2012-03-24,2,1,3,20,0,6,0,3,41.0,43.94,100.0,19.400000000000002,31,80,111
10651,2012-03-24,2,1,3,21,0,6,0,3,41.0,43.94,100.0,19.400000000000002,16,88,104
10652,2012-03-24,2,1,3,22,0,6,0,3,41.0,43.94,100.0,25.369999999999997,12,71,83
10653,2012-03-24,2,1,3,23,0,6,0,2,41.0,43.94,94.0,28.360000000000003,17,88,105
10654,2012-03-25,2,1,3,0,0,0,0,2,41.0,43.94,94.0,28.360000000000003,18,62,80
10655,2012-03-25,2,1,3,1,0,0,0,2,41.0,42.42,100.0,25.369999999999997,24,65,89
10656,2012-03-25,2,1,3,2,0,0,0,3,41.0,42.42,100.0,29.849999999999998,6,29,35
10657,2012-03-25,2,1,3,3,0,0,0,3,41.0,42.42,94.0,29.849999999999998,8,10,18
10658,2012-03-25,2,1,3,4,0,0,0,2,41.0,42.42,94.0,32.84,1,7,8
10659,2012-03-25,2,1,3,5,0,0,0,2,40.0,40.910000000000004,100.0,25.369999999999997,0,6,6
10660,2012-03-25,2,1,3,6,0,0,0,2,40.0,40.910000000000004,100.0,25.369999999999997,5,13,18
10661,2012-03-25,2,1,3,7,0,0,0,2,40.0,40.910000000000004,94.0,32.84,14,25,39
10662,2012-03-25,2,1,3,8,0,0,0,2,40.0,40.910000000000004,94.0,32.84,21,68,89
10663,2012-03-25,2,1,3,9,0,0,0,2,40.0,40.910000000000004,94.0,25.369999999999997,26,92,118
10664,2012-03-25,2,1,3,10,0,0,0,2,40.0,40.910000000000004,87.0,32.84,78,172,250
10665,2012-03-25,2,1,3,11,0,0,0,2,40.0,40.910000000000004,94.0,25.369999999999997,106,217,323
10666,2012-03-25,2,1,3,12,0,0,0,2,40.0,40.910000000000004,94.0,22.39,122,238,360
10667,2012-03-25,2,1,3,13,0,0,0,2,41.0,42.42,88.0,16.42,110,257,367
10668,2012-03-25,2,1,3,14,0,0,0,2,41.0,43.94,88.0,16.42,123,291,414
10669,2012-03-25,2,1,3,15,0,0,0,2,41.0,43.94,88.0,19.400000000000002,139,282,421
10670,2012-03-25,2,1,3,16,0,0,0,1,41.0,46.97,77.0,0.0,153,339,492
10671,2012-03-25,2,1,3,17,0,0,0,1,41.0,48.480000000000004,72.0,8.959999999999999,146,273,419
10672,2012-03-25,2,1,3,18,0,0,0,1,41.0,48.480000000000004,72.0,8.959999999999999,202,289,491
10673,2012-03-25,2,1,3,19,0,0,0,1,41.0,48.480000000000004,72.0,25.369999999999997,114,261,375
10674,2012-03-25,2,1,3,20,0,0,0,1,41.0,46.97,77.0,22.39,63,196,259
10675,2012-03-25,2,1,3,21,0,0,0,1,41.0,46.97,77.0,16.42,25,124,149
10676,2012-03-25,2,1,3,22,0,0,0,1,41.0,45.45,82.0,13.43,19,92,111
10677,2012-03-25,2,1,3,23,0,0,0,1,41.0,46.97,82.0,13.43,9,56,65
10678,2012-03-26,2,1,3,0,0,1,1,2,41.0,46.97,82.0,16.42,10,23,33
10679,2012-03-26,2,1,3,1,0,1,1,1,41.0,46.97,82.0,25.369999999999997,18,10,28
10680,2012-03-26,2,1,3,2,0,1,1,1,41.0,45.45,88.0,22.39,14,6,20
10681,2012-03-26,2,1,3,3,0,1,1,1,41.0,45.45,82.0,19.400000000000002,0,1,1
10682,2012-03-26,2,1,3,4,0,1,1,1,41.0,43.94,82.0,16.42,0,4,4
10683,2012-03-26,2,1,3,5,0,1,1,1,41.0,43.94,77.0,16.42,0,36,36
10684,2012-03-26,2,1,3,6,0,1,1,1,41.0,42.42,82.0,19.400000000000002,7,110,117
10685,2012-03-26,2,1,3,7,0,1,1,1,41.0,43.94,72.0,19.400000000000002,15,355,370
10686,2012-03-26,2,1,3,8,0,1,1,1,41.0,43.94,62.0,22.39,32,625,657
10687,2012-03-26,2,1,3,9,0,1,1,1,41.0,45.45,47.0,28.360000000000003,37,245,282
10688,2012-03-26,2,1,3,10,0,1,1,1,41.0,48.480000000000004,36.0,58.209999999999994,55,98,153
10689,2012-03-26,2,1,3,11,0,1,1,1,41.0,46.97,31.0,58.209999999999994,47,131,178
10690,2012-03-26,2,1,3,12,0,1,1,1,41.0,46.97,33.0,52.239999999999995,63,216,279
10691,2012-03-26,2,1,3,13,0,1,1,1,41.0,46.97,28.999999999999996,67.0,79,222,301
10692,2012-03-26,2,1,3,14,0,1,1,1,41.0,46.97,33.0,44.78,58,159,217
10693,2012-03-26,2,1,3,15,0,1,1,1,41.0,46.97,28.999999999999996,61.19,66,157,223
10694,2012-03-26,2,1,3,16,0,1,1,1,41.0,46.97,25.0,64.18,60,245,305
10695,2012-03-26,2,1,3,17,0,1,1,1,41.0,45.45,24.0,44.78,65,599,664
10696,2012-03-26,2,1,3,18,0,1,1,1,41.0,43.94,26.0,44.78,90,594,684
10697,2012-03-26,2,1,3,19,0,1,1,1,41.0,42.42,24.0,35.82,41,417,458
10698,2012-03-26,2,1,3,20,0,1,1,1,40.0,40.910000000000004,26.0,52.239999999999995,12,209,221
10699,2012-03-26,2,1,3,21,0,1,1,1,38.0,39.39,25.0,49.25,11,175,186
10700,2012-03-26,2,1,3,22,0,1,1,1,36.0,33.33,25.0,35.82,13,80,93
10701,2012-03-26,2,1,3,23,0,1,1,1,34.0,28.79,25.0,52.239999999999995,2,46,48
10702,2012-03-27,2,1,3,0,0,2,1,1,32.0,28.79,26.0,52.239999999999995,1,9,10
10703,2012-03-27,2,1,3,1,0,2,1,1,30.0,27.27,26.0,46.27,1,4,5
10704,2012-03-27,2,1,3,2,0,2,1,1,26.0,22.73,30.0,29.849999999999998,1,6,7
10705,2012-03-27,2,1,3,3,0,2,1,1,26.0,22.73,30.0,32.84,0,4,4
10706,2012-03-27,2,1,3,4,0,2,1,1,24.0,21.21,32.0,35.82,0,3,3
10707,2012-03-27,2,1,3,5,0,2,1,1,22.0,21.21,37.0,28.360000000000003,1,16,17
10708,2012-03-27,2,1,3,6,0,2,1,1,22.0,22.73,37.0,19.400000000000002,5,96,101
10709,2012-03-27,2,1,3,7,0,2,1,1,22.0,22.73,37.0,19.400000000000002,9,277,286
10710,2012-03-27,2,1,3,8,0,2,1,1,22.0,21.21,37.0,29.849999999999998,14,567,581
10711,2012-03-27,2,1,3,9,0,2,1,1,24.0,22.73,38.0,19.400000000000002,8,259,267
10712,2012-03-27,2,1,3,10,0,2,1,1,26.0,25.759999999999998,35.0,22.39,20,118,138
10713,2012-03-27,2,1,3,11,0,2,1,1,30.0,30.3,31.0,16.42,34,141,175
10714,2012-03-27,2,1,3,12,0,2,1,1,32.0,31.819999999999997,31.0,16.42,34,186,220
10715,2012-03-27,2,1,3,13,0,2,1,1,36.0,34.849999999999994,27.0,0.0,46,165,211
10716,2012-03-27,2,1,3,14,0,2,1,1,40.0,40.910000000000004,24.0,13.43,37,147,184
10717,2012-03-27,2,1,3,15,0,2,1,1,41.0,42.42,20.0,0.0,42,158,200
10718,2012-03-27,2,1,3,16,0,2,1,1,41.0,42.42,20.0,0.0,38,267,305
10719,2012-03-27,2,1,3,17,0,2,1,1,41.0,43.94,16.0,0.0,72,542,614
10720,2012-03-27,2,1,3,18,0,2,1,1,41.0,42.42,17.0,8.959999999999999,67,577,644
10721,2012-03-27,2,1,3,19,0,2,1,1,41.0,42.42,17.0,0.0,40,377,417
10722,2012-03-27,2,1,3,20,0,2,1,1,41.0,42.42,17.0,8.959999999999999,28,266,294
10723,2012-03-27,2,1,3,21,0,2,1,1,36.0,34.849999999999994,37.0,16.42,21,200,221
10724,2012-03-27,2,1,3,22,0,2,1,1,36.0,34.849999999999994,37.0,13.43,7,127,134
10725,2012-03-27,2,1,3,23,0,2,1,1,36.0,34.849999999999994,37.0,19.400000000000002,5,59,64
10726,2012-03-28,2,1,3,0,0,3,1,1,36.0,33.33,40.0,28.360000000000003,1,29,30
10727,2012-03-28,2,1,3,1,0,3,1,1,36.0,33.33,46.0,29.849999999999998,0,8,8
10728,2012-03-28,2,1,3,2,0,3,1,1,34.0,30.3,49.0,29.849999999999998,0,3,3
10729,2012-03-28,2,1,3,3,0,3,1,1,34.0,30.3,42.0,32.84,1,4,5
10730,2012-03-28,2,1,3,4,0,3,1,1,36.0,33.33,43.0,29.849999999999998,1,0,1
10731,2012-03-28,2,1,3,5,0,3,1,1,36.0,33.33,43.0,29.849999999999998,2,38,40
10732,2012-03-28,2,1,3,6,0,3,1,1,36.0,33.33,46.0,35.82,4,111,115
10733,2012-03-28,2,1,3,7,0,3,1,1,36.0,33.33,46.0,32.84,10,348,358
10734,2012-03-28,2,1,3,8,0,3,1,1,38.0,39.39,46.0,35.82,19,639,658
10735,2012-03-28,2,1,3,9,0,3,1,1,40.0,40.910000000000004,43.0,44.78,16,298,314
10736,2012-03-28,2,1,3,10,0,3,1,1,41.0,45.45,41.0,41.79,33,140,173
10737,2012-03-28,2,1,3,11,0,3,1,1,41.0,48.480000000000004,42.0,38.81,54,168,222
10738,2012-03-28,2,1,3,12,0,3,1,2,41.0,50.0,39.0,35.82,50,218,268
10739,2012-03-28,2,1,3,13,0,3,1,1,41.0,50.0,43.0,32.84,60,213,273
10740,2012-03-28,2,1,3,14,0,3,1,1,41.0,50.0,38.0,35.82,52,169,221
10741,2012-03-28,2,1,3,15,0,3,1,2,41.0,50.0,41.0,29.849999999999998,47,152,199
10742,2012-03-28,2,1,3,16,0,3,1,3,41.0,50.0,43.0,8.959999999999999,51,170,221
10743,2012-03-28,2,1,3,17,0,3,1,1,41.0,50.0,60.0,22.39,72,532,604
10744,2012-03-28,2,1,3,18,0,3,1,1,41.0,50.0,60.0,22.39,61,580,641
10745,2012-03-28,2,1,3,19,0,3,1,1,41.0,50.0,56.00000000000001,19.400000000000002,41,415,456
10746,2012-03-28,2,1,3,20,0,3,1,1,41.0,50.0,56.00000000000001,29.849999999999998,38,324,362
10747,2012-03-28,2,1,3,21,0,3,1,1,41.0,50.0,60.0,25.369999999999997,28,233,261
10748,2012-03-28,2,1,3,22,0,3,1,1,41.0,50.0,64.0,13.43,21,151,172
10749,2012-03-28,2,1,3,23,0,3,1,1,41.0,50.0,68.0,13.43,12,81,93
10750,2012-03-29,2,1,3,0,0,4,1,1,41.0,50.0,68.0,19.400000000000002,10,38,48
10751,2012-03-29,2,1,3,1,0,4,1,1,41.0,50.0,60.0,13.43,15,18,33
10752,2012-03-29,2,1,3,2,0,4,1,1,41.0,50.0,28.000000000000004,29.849999999999998,0,6,6
10753,2012-03-29,2,1,3,3,0,4,1,1,41.0,50.0,28.000000000000004,25.369999999999997,1,4,5
10754,2012-03-29,2,1,3,4,0,4,1,1,41.0,50.0,36.0,25.369999999999997,1,8,9
10755,2012-03-29,2,1,3,5,0,4,1,1,41.0,48.480000000000004,45.0,22.39,2,30,32
10756,2012-03-29,2,1,3,6,0,4,1,1,41.0,45.45,59.0,25.369999999999997,3,114,117
10757,2012-03-29,2,1,3,7,0,4,1,1,41.0,45.45,51.0,35.82,14,353,367
10758,2012-03-29,2,1,3,8,0,4,1,1,41.0,45.45,47.0,41.79,26,628,654
10759,2012-03-29,2,1,3,9,0,4,1,1,41.0,46.97,48.0,41.79,22,299,321
10760,2012-03-29,2,1,3,10,0,4,1,1,41.0,45.45,47.0,44.78,42,124,166
10761,2012-03-29,2,1,3,11,0,4,1,1,41.0,48.480000000000004,45.0,41.79,54,166,220
10762,2012-03-29,2,1,3,12,0,4,1,1,41.0,48.480000000000004,42.0,49.25,64,228,292
10763,2012-03-29,2,1,3,13,0,4,1,1,41.0,45.45,44.0,32.84,50,223,273
10764,2012-03-29,2,1,3,14,0,4,1,1,41.0,48.480000000000004,42.0,35.82,63,175,238
10765,2012-03-29,2,1,3,15,0,4,1,1,41.0,50.0,39.0,35.82,109,198,307
10766,2012-03-29,2,1,3,16,0,4,1,1,41.0,50.0,36.0,32.84,67,321,388
10767,2012-03-29,2,1,3,17,0,4,1,1,41.0,50.0,38.0,38.81,83,620,703
10768,2012-03-29,2,1,3,18,0,4,1,1,41.0,48.480000000000004,39.0,29.849999999999998,83,598,681
10769,2012-03-29,2,1,3,19,0,4,1,1,41.0,46.97,39.0,28.360000000000003,47,421,468
10770,2012-03-29,2,1,3,20,0,4,1,1,41.0,45.45,38.0,29.849999999999998,34,301,335
10771,2012-03-29,2,1,3,21,0,4,1,1,41.0,43.94,44.0,28.360000000000003,10,214,224
10772,2012-03-29,2,1,3,22,0,4,1,1,41.0,42.42,44.0,28.360000000000003,17,135,152
10773,2012-03-29,2,1,3,23,0,4,1,1,41.0,42.42,47.0,29.849999999999998,17,77,94
10774,2012-03-30,2,1,3,0,0,5,1,1,40.0,40.910000000000004,47.0,29.849999999999998,10,49,59
10775,2012-03-30,2,1,3,1,0,5,1,1,38.0,39.39,50.0,28.360000000000003,6,21,27
10776,2012-03-30,2,1,3,2,0,5,1,1,36.0,33.33,53.0,29.849999999999998,1,6,7
10777,2012-03-30,2,1,3,3,0,5,1,1,34.0,33.33,61.0,13.43,0,7,7
10778,2012-03-30,2,1,3,4,0,5,1,1,34.0,34.849999999999994,53.0,8.959999999999999,1,1,2
10779,2012-03-30,2,1,3,5,0,5,1,1,32.0,33.33,61.0,8.959999999999999,0,26,26
10780,2012-03-30,2,1,3,6,0,5,1,1,32.0,33.33,56.99999999999999,13.43,5,81,86
10781,2012-03-30,2,1,3,7,0,5,1,1,32.0,31.819999999999997,56.99999999999999,16.42,9,280,289
10782,2012-03-30,2,1,3,8,0,5,1,1,32.0,31.819999999999997,66.0,16.42,38,555,593
10783,2012-03-30,2,1,3,9,0,5,1,1,34.0,33.33,56.99999999999999,16.42,29,292,321
10784,2012-03-30,2,1,3,10,0,5,1,2,36.0,36.36,56.99999999999999,10.45,50,137,187
10785,2012-03-30,2,1,3,11,0,5,1,2,36.0,37.88,53.0,0.0,48,153,201
10786,2012-03-30,2,1,3,12,0,5,1,2,38.0,39.39,54.0,0.0,62,208,270
10787,2012-03-30,2,1,3,13,0,5,1,3,40.0,40.910000000000004,50.0,0.0,44,198,242
10788,2012-03-30,2,1,3,14,0,5,1,3,40.0,40.910000000000004,54.0,0.0,56,173,229
10789,2012-03-30,2,1,3,15,0,5,1,3,41.0,42.42,54.0,0.0,73,207,280
10790,2012-03-30,2,1,3,16,0,5,1,3,40.0,40.910000000000004,62.0,28.360000000000003,75,292,367
10791,2012-03-30,2,1,3,17,0,5,1,2,40.0,40.910000000000004,62.0,22.39,93,513,606
10792,2012-03-30,2,1,3,18,0,5,1,1,41.0,42.42,54.0,19.400000000000002,68,492,560
10793,2012-03-30,2,1,3,19,0,5,1,1,40.0,40.910000000000004,62.0,22.39,42,353,395
10794,2012-03-30,2,1,3,20,0,5,1,1,40.0,40.910000000000004,62.0,16.42,17,192,209
10795,2012-03-30,2,1,3,21,0,5,1,1,38.0,39.39,66.0,13.43,30,190,220
10796,2012-03-30,2,1,3,22,0,5,1,1,36.0,34.849999999999994,71.0,16.42,23,130,153
10797,2012-03-30,2,1,3,23,0,5,1,1,36.0,37.88,71.0,0.0,16,107,123
10798,2012-03-31,2,1,3,0,0,6,0,1,38.0,39.39,82.0,19.400000000000002,12,80,92
10799,2012-03-31,2,1,3,1,0,6,0,2,40.0,40.910000000000004,76.0,19.400000000000002,17,65,82
10800,2012-03-31,2,1,3,2,0,6,0,2,41.0,42.42,77.0,25.369999999999997,14,55,69
10801,2012-03-31,2,1,3,3,0,6,0,1,40.0,40.910000000000004,82.0,25.369999999999997,10,21,31
10802,2012-03-31,2,1,3,4,0,6,0,1,41.0,42.42,77.0,41.79,4,4,8
10803,2012-03-31,2,1,3,5,0,6,0,1,40.0,40.910000000000004,82.0,22.39,0,5,5
10804,2012-03-31,2,1,3,6,0,6,0,2,36.0,34.849999999999994,87.0,16.42,7,16,23
10805,2012-03-31,2,1,3,7,0,6,0,2,36.0,34.849999999999994,87.0,16.42,5,39,44
10806,2012-03-31,2,1,3,8,0,6,0,2,36.0,34.849999999999994,87.0,19.400000000000002,19,126,145
10807,2012-03-31,2,1,3,9,0,6,0,2,40.0,40.910000000000004,76.0,19.400000000000002,62,161,223
10808,2012-03-31,2,1,3,10,0,6,0,2,40.0,40.910000000000004,76.0,13.43,108,205,313
10809,2012-03-31,2,1,3,11,0,6,0,1,41.0,45.45,72.0,13.43,184,279,463
10810,2012-03-31,2,1,3,12,0,6,0,1,41.0,46.97,67.0,0.0,263,358,621
10811,2012-03-31,2,1,3,13,0,6,0,1,41.0,50.0,60.0,13.43,265,373,638
10812,2012-03-31,2,1,3,14,0,6,0,2,41.0,48.480000000000004,63.0,25.369999999999997,240,311,551
10813,2012-03-31,2,1,3,15,0,6,0,2,41.0,50.0,59.0,28.360000000000003,275,330,605
10814,2012-03-31,2,1,3,16,0,6,0,2,41.0,48.480000000000004,63.0,29.849999999999998,243,292,535
10815,2012-03-31,2,1,3,17,0,6,0,1,41.0,46.97,67.0,41.79,238,305,543
10816,2012-03-31,2,1,3,18,0,6,0,2,41.0,43.94,72.0,46.27,102,239,341
10817,2012-03-31,2,1,3,19,0,6,0,1,41.0,42.42,71.0,44.78,93,191,284
10818,2012-03-31,2,1,3,20,0,6,0,2,40.0,40.910000000000004,71.0,32.84,52,156,208
10819,2012-03-31,2,1,3,21,0,6,0,2,40.0,40.910000000000004,71.0,32.84,36,107,143
10820,2012-03-31,2,1,3,22,0,6,0,2,38.0,39.39,71.0,25.369999999999997,40,116,156
10821,2012-03-31,2,1,3,23,0,6,0,2,36.0,33.33,76.0,28.360000000000003,12,100,112
10822,2012-04-01,2,1,4,0,0,0,0,2,36.0,33.33,76.0,25.369999999999997,8,59,67
10823,2012-04-01,2,1,4,1,0,0,0,2,36.0,34.849999999999994,76.0,16.42,13,49,62
10824,2012-04-01,2,1,4,2,0,0,0,2,36.0,34.849999999999994,76.0,16.42,20,61,81
10825,2012-04-01,2,1,4,3,0,0,0,2,34.0,33.33,81.0,13.43,4,21,25
10826,2012-04-01,2,1,4,4,0,0,0,2,34.0,34.849999999999994,81.0,8.959999999999999,3,9,12
10827,2012-04-01,2,1,4,5,0,0,0,2,34.0,34.849999999999994,81.0,8.959999999999999,8,10,18
10828,2012-04-01,2,1,4,6,0,0,0,2,36.0,34.849999999999994,76.0,13.43,9,88,97
10829,2012-04-01,2,1,4,7,0,0,0,2,36.0,34.849999999999994,71.0,13.43,29,55,84
